id1	id2	length	identity	similarity	gaps	score
CADM1_Domain3	CDH17_Domain7	24	29.2	50	NA	25.5
CADM3_Domain1	CDH17_Domain1	19	31.6	57.9	NA	31
CADM3_Domain1	CDH17_Domain2	65	24.6	43.1	20	28.5
CADM3_Domain1	CDH17_Domain3	19	36.8	68.4	NA	30
CADM3_Domain1	CDH17_Domain4	12	41.7	75	NA	21
CADM3_Domain1	CDH17_Domain5	51	27.5	47.1	27.5	29
CADM3_Domain1	CDH17_Domain6	37	35.1	45.9	NA	31.5
CADM3_Domain1	CDH17_Domain7	18	33.3	50	NA	27
CADM3_Domain2	CDH17_Domain1	35	31.4	48.6	20	38.5
CADM3_Domain2	CDH17_Domain2	99	24.2	37.4	33.3	37
CADM3_Domain2	CDH17_Domain3	13	30.8	61.5	NA	22
CADM3_Domain2	CDH17_Domain4	13	46.2	69.2	NA	31
CADM3_Domain2	CDH17_Domain5	24	29.2	50	NA	32
CADM3_Domain2	CDH17_Domain6	35	28.6	45.7	20	28
CADM3_Domain2	CDH17_Domain7	45	24.4	40	17.8	25
CADM3_Domain3	CDH17_Domain1	43	23.3	46.5	32.6	28
CADM3_Domain3	CDH17_Domain2	24	29.2	45.8	12.5	23
CADM3_Domain3	CDH17_Domain3	31	25.8	51.6	NA	33
CADM3_Domain3	CDH17_Domain4	25	28	48	24	25.5
CADM3_Domain3	CDH17_Domain5	17	41.2	52.9	NA	31
CADM3_Domain3	CDH17_Domain6	5	80	80	NA	18
CADM3_Domain3	CDH17_Domain7	8	50	75	NA	24
CALB2_Domain1	CDH17_Domain1	9	66.7	66.7	11.1	22
CALB2_Domain1	CDH17_Domain2	10	40	60	NA	21
CALB2_Domain1	CDH17_Domain3	23	26.1	47.8	26.1	20.5
CALB2_Domain1	CDH17_Domain4	6	66.7	83.3	NA	20
CALB2_Domain1	CDH17_Domain5	11	36.4	45.5	27.3	17
CALB2_Domain1	CDH17_Domain6	16	25	50	NA	17
CALB2_Domain1	CDH17_Domain7	11	18.2	54.5	NA	16
CALB2_Domain2	CDH17_Domain1	29	17.2	41.4	NA	19
CALB2_Domain2	CDH17_Domain2	21	33.3	47.6	NA	17
CALB2_Domain2	CDH17_Domain3	15	33.3	46.7	NA	24
CALB2_Domain2	CDH17_Domain4	8	37.5	75	NA	18
CALB2_Domain2	CDH17_Domain5	12	33.3	66.7	NA	23
CALB2_Domain2	CDH17_Domain6	6	50	83.3	NA	18
CALB2_Domain2	CDH17_Domain7	14	21.4	50	NA	14
CALB2_Domain3	CDH17_Domain1	13	38.5	46.2	NA	17
CALB2_Domain3	CDH17_Domain2	12	33.3	50	NA	21
CALB2_Domain3	CDH17_Domain3	9	33.3	55.6	NA	16
CALB2_Domain3	CDH17_Domain4	19	31.6	42.1	26.3	20
CALB2_Domain3	CDH17_Domain5	11	45.5	63.6	27.3	23
CALB2_Domain3	CDH17_Domain6	13	23.1	61.5	NA	21
CALB2_Domain3	CDH17_Domain7	9	55.6	66.7	22.2	16.5
CALB2_Domain4	CDH17_Domain1	24	29.2	45.8	33.3	23.5
CALB2_Domain4	CDH17_Domain2	34	23.5	44.1	29.4	24
CALB2_Domain4	CDH17_Domain3	13	15.4	69.2	NA	17
CALB2_Domain4	CDH17_Domain4	13	30.8	69.2	NA	20
CALB2_Domain4	CDH17_Domain5	11	45.5	72.7	18.2	22.5
CALB2_Domain4	CDH17_Domain6	21	33.3	47.6	19	20.5
CALB2_Domain4	CDH17_Domain7	12	33.3	66.7	NA	16
CALB2_Domain5	CDH17_Domain1	21	38.1	47.6	19	19
CALB2_Domain5	CDH17_Domain2	8	37.5	75	NA	20
CALB2_Domain5	CDH17_Domain3	60	26.7	36.7	40	28
CALB2_Domain5	CDH17_Domain4	12	33.3	50	NA	22
CALB2_Domain5	CDH17_Domain5	4	50	100	NA	17
CALB2_Domain5	CDH17_Domain6	9	44.4	55.6	NA	16
CALB2_Domain5	CDH17_Domain7	14	42.9	50	NA	23
CALB2_Domain6	CDH17_Domain1	19	26.3	47.4	NA	24
CALB2_Domain6	CDH17_Domain2	19	36.8	47.4	10.5	21.5
CALB2_Domain6	CDH17_Domain3	9	33.3	66.7	NA	19
CALB2_Domain6	CDH17_Domain4	3	100	100	NA	18
CALB2_Domain6	CDH17_Domain5	16	12.5	62.5	NA	18
CALB2_Domain6	CDH17_Domain6	25	40	48	NA	27
CALB2_Domain6	CDH17_Domain7	7	42.9	57.1	NA	19
CD163_Domain1	CDH17_Domain1	24	20.8	50	NA	23
CD163_Domain1	CDH17_Domain2	24	29.2	33.3	20.8	20
CD163_Domain1	CDH17_Domain3	7	42.9	85.7	NA	19
CD163_Domain1	CDH17_Domain4	17	23.5	52.9	NA	22
CD163_Domain1	CDH17_Domain5	12	25	50	NA	19
CD163_Domain1	CDH17_Domain6	16	43.8	56.2	12.5	27.5
CD163_Domain1	CDH17_Domain7	40	22.5	37.5	32.5	23.5
CD163_Domain2	CDH17_Domain1	6	66.7	66.7	NA	18
CD163_Domain2	CDH17_Domain2	6	66.7	83.3	NA	19
CD163_Domain2	CDH17_Domain3	4	75	75	NA	18
CD163_Domain2	CDH17_Domain4	9	33.3	55.6	NA	18
CD163_Domain2	CDH17_Domain5	23	30.4	43.5	26.1	25.5
CD163_Domain2	CDH17_Domain6	35	34.3	34.3	34.3	25
CD163_Domain2	CDH17_Domain7	53	22.6	34	28.3	25
CD163_Domain3	CDH17_Domain1	13	46.2	69.2	15.4	23.5
CD163_Domain3	CDH17_Domain2	12	33.3	66.7	NA	27
CD163_Domain3	CDH17_Domain3	21	28.6	42.9	NA	21
CD163_Domain3	CDH17_Domain4	6	33.3	83.3	NA	17
CD163_Domain3	CDH17_Domain5	10	30	70	NA	20
CD163_Domain3	CDH17_Domain6	50	24	34	30	24
CD163_Domain3	CDH17_Domain7	23	30.4	39.1	52.2	21.5
CD163_Domain4	CDH17_Domain1	17	29.4	41.2	NA	16
CD163_Domain4	CDH17_Domain2	20	20	45	NA	21
CD163_Domain4	CDH17_Domain3	18	22.2	50	NA	22
CD163_Domain4	CDH17_Domain4	4	75	100	NA	17
CD163_Domain4	CDH17_Domain5	18	38.9	50	38.9	21
CD163_Domain4	CDH17_Domain6	68	23.5	39.7	23.5	27
CD163_Domain4	CDH17_Domain7	24	45.8	62.5	NA	32
CD163_Domain5	CDH17_Domain1	13	30.8	69.2	NA	22
CD163_Domain5	CDH17_Domain2	5	60	100	NA	21
CD163_Domain5	CDH17_Domain3	17	29.4	47.1	NA	19
CD163_Domain5	CDH17_Domain4	15	33.3	40	33.3	21
CD163_Domain5	CDH17_Domain5	38	28.9	42.1	13.2	25.5
CD163_Domain5	CDH17_Domain6	88	26.1	35.2	27.3	31
CD163_Domain5	CDH17_Domain7	26	38.5	46.2	19.2	27
CD163_Domain6	CDH17_Domain1	13	30.8	53.8	NA	19
CD163_Domain6	CDH17_Domain2	18	38.9	44.4	27.8	22
CD163_Domain6	CDH17_Domain3	31	25.8	32.3	41.9	20
CD163_Domain6	CDH17_Domain4	12	33.3	58.3	NA	20
CD163_Domain6	CDH17_Domain5	12	41.7	58.3	NA	21
CD163_Domain6	CDH17_Domain6	49	24.5	38.8	24.5	31
CD163_Domain6	CDH17_Domain7	30	26.7	36.7	40	31.5
CD163_Domain7	CDH17_Domain1	17	41.2	52.9	11.8	19.5
CD163_Domain7	CDH17_Domain2	10	40	60	NA	23
CD163_Domain7	CDH17_Domain3	9	33.3	55.6	NA	18
CD163_Domain7	CDH17_Domain4	3	66.7	100	NA	16
CD163_Domain7	CDH17_Domain5	18	33.3	38.9	33.3	20.5
CD163_Domain7	CDH17_Domain6	19	26.3	57.9	NA	23
CD163_Domain7	CDH17_Domain7	30	30	50	13.3	31
CD163_Domain8	CDH17_Domain1	6	50	83.3	NA	19
CD163_Domain8	CDH17_Domain2	45	26.7	42.2	31.1	28
CD163_Domain8	CDH17_Domain3	19	36.8	52.6	10.5	24.5
CD163_Domain8	CDH17_Domain4	6	66.7	66.7	NA	19
CD163_Domain8	CDH17_Domain5	44	25	43.2	13.6	25
CD163_Domain8	CDH17_Domain6	10	50	70	NA	23
CD163_Domain8	CDH17_Domain7	19	31.6	52.6	10.5	19.5
CD163_Domain9	CDH17_Domain1	11	36.4	63.6	NA	20
CD163_Domain9	CDH17_Domain2	95	18.9	25.3	50.5	25
CD163_Domain9	CDH17_Domain3	24	20.8	45.8	33.3	22.5
CD163_Domain9	CDH17_Domain4	7	57.1	71.4	NA	19
CD163_Domain9	CDH17_Domain5	15	33.3	40	NA	23
CD163_Domain9	CDH17_Domain6	18	38.9	61.1	NA	26
CD163_Domain9	CDH17_Domain7	59	28.8	40.7	30.5	22
CD274_Domain1	CDH17_Domain1	40	25	45	12.5	19.5
CD274_Domain1	CDH17_Domain2	38	23.7	52.6	NA	25.5
CD274_Domain1	CDH17_Domain3	36	33.3	44.4	41.7	33
CD274_Domain1	CDH17_Domain4	64	28.1	37.5	12.5	41
CD274_Domain1	CDH17_Domain5	51	23.5	37.3	19.6	25
CD274_Domain1	CDH17_Domain6	5	60	80	NA	20
CD274_Domain1	CDH17_Domain7	64	17.2	39.1	18.8	28.5
CD274_Domain2	CDH17_Domain1	37	29.7	35.1	24.3	23.5
CD274_Domain2	CDH17_Domain2	71	26.8	39.4	16.9	26.5
CD274_Domain2	CDH17_Domain3	4	100	100	NA	20
CD274_Domain2	CDH17_Domain4	48	20.8	39.6	NA	26.5
CD274_Domain2	CDH17_Domain5	46	28.3	39.1	39.1	20
CD274_Domain2	CDH17_Domain6	11	54.5	72.7	NA	29
CD274_Domain2	CDH17_Domain7	34	26.5	50	NA	27.5
CDH1_Domain1	CDH17_Domain1	96	37.5	54.2	10.4	132
CDH1_Domain1	CDH17_Domain2	88	22.7	38.6	NA	47.5
CDH1_Domain1	CDH17_Domain3	96	33.3	50	NA	116.5
CDH1_Domain1	CDH17_Domain4	112	21.4	38.4	19.6	58
CDH1_Domain1	CDH17_Domain5	89	25.8	40.4	29.2	60.5
CDH1_Domain1	CDH17_Domain6	89	30.3	41.6	27	87
CDH1_Domain1	CDH17_Domain7	33	24.2	45.5	27.3	27.5
CDH1_Domain2	CDH17_Domain1	106	27.4	39.6	15.1	85
CDH1_Domain2	CDH17_Domain2	107	34.6	50.5	NA	140
CDH1_Domain2	CDH17_Domain3	74	32.4	47.3	10.8	84.5
CDH1_Domain2	CDH17_Domain4	110	32.7	50	NA	146.5
CDH1_Domain2	CDH17_Domain5	104	27.9	48.1	13.5	77.5
CDH1_Domain2	CDH17_Domain6	111	31.5	45.9	10.8	116.5
CDH1_Domain2	CDH17_Domain7	20	35	55	20	32.5
CDH1_Domain3	CDH17_Domain1	116	24.1	37.1	31.9	63
CDH1_Domain3	CDH17_Domain2	54	27.8	38.9	16.7	48.5
CDH1_Domain3	CDH17_Domain3	82	20.7	36.6	28	55
CDH1_Domain3	CDH17_Domain4	112	29.5	44.6	16.1	63.5
CDH1_Domain3	CDH17_Domain5	112	35.7	49.1	17.9	128.5
CDH1_Domain3	CDH17_Domain6	105	24.8	43.8	10.5	53.5
CDH1_Domain3	CDH17_Domain7	66	21.2	37.9	30.3	26
CDH1_Domain4	CDH17_Domain1	92	26.1	41.3	13	79.5
CDH1_Domain4	CDH17_Domain2	40	35	50	NA	55
CDH1_Domain4	CDH17_Domain3	87	25.3	39.1	21.8	51
CDH1_Domain4	CDH17_Domain4	113	24.8	37.2	23	46.5
CDH1_Domain4	CDH17_Domain5	113	24.8	42.5	18.6	69.5
CDH1_Domain4	CDH17_Domain6	102	36.3	53.9	NA	156
CDH1_Domain4	CDH17_Domain7	52	25	40.4	17.3	41
CDH1_Domain5	CDH17_Domain1	34	29.4	38.2	NA	30
CDH1_Domain5	CDH17_Domain2	98	23.5	34.7	31.6	31.5
CDH1_Domain5	CDH17_Domain3	62	25.8	45.2	24.2	45.5
CDH1_Domain5	CDH17_Domain4	113	18.6	35.4	29.2	39
CDH1_Domain5	CDH17_Domain5	15	40	53.3	NA	31
CDH1_Domain5	CDH17_Domain6	26	38.5	50	26.9	24.5
CDH1_Domain5	CDH17_Domain7	99	23.2	40.4	NA	52
CDH10_Domain1	CDH17_Domain1	73	32.9	58.9	NA	99
CDH10_Domain1	CDH17_Domain2	61	27.9	39.3	29.5	43.5
CDH10_Domain1	CDH17_Domain3	58	43.1	60.3	NA	103
CDH10_Domain1	CDH17_Domain4	100	24	45	23	48.5
CDH10_Domain1	CDH17_Domain5	127	22	34.6	37.8	50
CDH10_Domain1	CDH17_Domain6	86	33.7	51.2	NA	88.5
CDH10_Domain1	CDH17_Domain7	70	25.7	35.7	24.3	33
CDH10_Domain2	CDH17_Domain1	94	26.6	41.5	18.1	69
CDH10_Domain2	CDH17_Domain2	107	35.5	48.6	10.3	135.5
CDH10_Domain2	CDH17_Domain3	92	28.3	48.9	15.2	83.5
CDH10_Domain2	CDH17_Domain4	115	24.3	44.3	10.4	99.5
CDH10_Domain2	CDH17_Domain5	109	24.8	50.5	11	88.5
CDH10_Domain2	CDH17_Domain6	111	33.3	51.4	14.4	131.5
CDH10_Domain2	CDH17_Domain7	90	27.8	44.4	10	36
CDH10_Domain3	CDH17_Domain1	77	26	45.5	24.7	58
CDH10_Domain3	CDH17_Domain2	127	23.6	38.6	32.3	43.5
CDH10_Domain3	CDH17_Domain3	96	26	42.7	18.8	75.5
CDH10_Domain3	CDH17_Domain4	125	25.6	44	20.8	80.5
CDH10_Domain3	CDH17_Domain5	117	31.6	53.8	11.1	145
CDH10_Domain3	CDH17_Domain6	82	30.5	45.1	14.6	65
CDH10_Domain3	CDH17_Domain7	37	24.3	40.5	24.3	33
CDH10_Domain4	CDH17_Domain1	97	34	45.4	NA	113.5
CDH10_Domain4	CDH17_Domain2	107	21.5	41.1	15.9	36.5
CDH10_Domain4	CDH17_Domain3	86	27.9	46.5	NA	76
CDH10_Domain4	CDH17_Domain4	105	28.6	52.4	NA	102
CDH10_Domain4	CDH17_Domain5	108	30.6	46.3	17.6	74
CDH10_Domain4	CDH17_Domain6	107	29.9	52.3	13.1	134
CDH10_Domain4	CDH17_Domain7	59	25.4	39	NA	34.5
CDH10_Domain5	CDH17_Domain1	93	25.8	36.6	12.9	40
CDH10_Domain5	CDH17_Domain2	85	29.4	45.9	NA	78
CDH10_Domain5	CDH17_Domain3	94	22.3	31.9	33	35
CDH10_Domain5	CDH17_Domain4	84	23.8	39.3	11.9	61.5
CDH10_Domain5	CDH17_Domain5	59	25.4	42.4	NA	52
CDH10_Domain5	CDH17_Domain6	98	20.4	36.7	28.6	28.5
CDH10_Domain5	CDH17_Domain7	98	29.6	42.9	NA	79
CDH11_Domain1	CDH17_Domain1	94	31.9	52.1	NA	110
CDH11_Domain1	CDH17_Domain2	66	21.2	37.9	37.9	36
CDH11_Domain1	CDH17_Domain3	97	36.1	52.6	NA	137.5
CDH11_Domain1	CDH17_Domain4	62	29	50	11.3	60
CDH11_Domain1	CDH17_Domain5	104	22.1	38.5	27.9	53.5
CDH11_Domain1	CDH17_Domain6	91	30.8	48.4	NA	95
CDH11_Domain1	CDH17_Domain7	95	24.2	36.8	28.4	37
CDH11_Domain2	CDH17_Domain1	95	24.2	40	26.3	80
CDH11_Domain2	CDH17_Domain2	119	32.8	45.4	17.6	131
CDH11_Domain2	CDH17_Domain3	92	32.6	51.1	15.2	86
CDH11_Domain2	CDH17_Domain4	107	26.2	44.9	11.2	98.5
CDH11_Domain2	CDH17_Domain5	110	28.2	51.8	18.2	111.5
CDH11_Domain2	CDH17_Domain6	105	33.3	51.4	NA	129
CDH11_Domain2	CDH17_Domain7	68	23.5	38.2	30.9	32.5
CDH11_Domain3	CDH17_Domain1	121	23.1	41.3	24.8	78.5
CDH11_Domain3	CDH17_Domain2	111	28.8	41.4	NA	59.5
CDH11_Domain3	CDH17_Domain3	97	25.8	44.3	17.5	78.5
CDH11_Domain3	CDH17_Domain4	125	26.4	46.4	22.4	76
CDH11_Domain3	CDH17_Domain5	116	27.6	47.4	11.2	104.5
CDH11_Domain3	CDH17_Domain6	84	36.9	51.2	11.9	85.5
CDH11_Domain3	CDH17_Domain7	65	15.4	38.5	20	34
CDH11_Domain4	CDH17_Domain1	75	34.7	50.7	NA	97.5
CDH11_Domain4	CDH17_Domain2	102	25.5	34.3	22.5	47.5
CDH11_Domain4	CDH17_Domain3	86	31.4	51.2	NA	93
CDH11_Domain4	CDH17_Domain4	109	31.2	48.6	NA	120
CDH11_Domain4	CDH17_Domain5	118	28.8	38.1	33.1	68
CDH11_Domain4	CDH17_Domain6	96	34.4	50	NA	117
CDH11_Domain4	CDH17_Domain7	60	28.3	43.3	10	32.5
CDH11_Domain5	CDH17_Domain1	87	25.3	37.9	34.5	35.5
CDH11_Domain5	CDH17_Domain2	110	26.4	48.2	15.5	66.5
CDH11_Domain5	CDH17_Domain3	98	24.5	37.8	22.4	56
CDH11_Domain5	CDH17_Domain4	90	25.6	42.2	20	43.5
CDH11_Domain5	CDH17_Domain5	15	46.7	60	NA	33
CDH11_Domain5	CDH17_Domain6	22	27.3	63.6	NA	31
CDH11_Domain5	CDH17_Domain7	118	30.5	43.2	12.7	99
CDH12_Domain1	CDH17_Domain1	99	31.3	47.5	16.2	99.5
CDH12_Domain1	CDH17_Domain2	47	27.7	46.8	17	38.5
CDH12_Domain1	CDH17_Domain3	57	50.9	61.4	NA	117
CDH12_Domain1	CDH17_Domain4	76	30.3	42.1	13.2	55.5
CDH12_Domain1	CDH17_Domain5	110	21.8	32.7	38.2	43
CDH12_Domain1	CDH17_Domain6	102	30.4	48	13.7	106
CDH12_Domain1	CDH17_Domain7	81	19.8	33.3	32.1	32
CDH12_Domain2	CDH17_Domain1	45	31.1	53.3	NA	68.5
CDH12_Domain2	CDH17_Domain2	112	33.9	48.2	18.8	123
CDH12_Domain2	CDH17_Domain3	78	33.3	50	10.3	82
CDH12_Domain2	CDH17_Domain4	110	24.5	40.9	10.9	74.5
CDH12_Domain2	CDH17_Domain5	109	28.4	52.3	11	98
CDH12_Domain2	CDH17_Domain6	106	34	50	11.3	114.5
CDH12_Domain2	CDH17_Domain7	104	24	41.3	33.7	37.5
CDH12_Domain3	CDH17_Domain1	78	25.6	46.2	24.4	56
CDH12_Domain3	CDH17_Domain2	113	23	37.2	21.2	36
CDH12_Domain3	CDH17_Domain3	99	26.3	40.4	20.2	74
CDH12_Domain3	CDH17_Domain4	125	29.6	48	22.4	95
CDH12_Domain3	CDH17_Domain5	115	33.9	51.3	NA	137
CDH12_Domain3	CDH17_Domain6	118	30.5	41.5	25.4	87.5
CDH12_Domain3	CDH17_Domain7	61	26.2	37.7	24.6	29.5
CDH12_Domain4	CDH17_Domain1	102	28.4	45.1	NA	89.5
CDH12_Domain4	CDH17_Domain2	52	28.8	42.3	26.9	46
CDH12_Domain4	CDH17_Domain3	78	29.5	41	16.7	82.5
CDH12_Domain4	CDH17_Domain4	109	29.4	48.6	11	101
CDH12_Domain4	CDH17_Domain5	108	31.5	41.7	18.5	90.5
CDH12_Domain4	CDH17_Domain6	106	31.1	51.9	NA	127
CDH12_Domain4	CDH17_Domain7	20	30	55	NA	31
CDH12_Domain5	CDH17_Domain1	108	20.4	37	31.5	47
CDH12_Domain5	CDH17_Domain2	103	26.2	44.7	13.6	76
CDH12_Domain5	CDH17_Domain3	93	19.4	33.3	41.9	32
CDH12_Domain5	CDH17_Domain4	85	21.2	44.7	10.6	50.5
CDH12_Domain5	CDH17_Domain5	20	30	45	NA	28
CDH12_Domain5	CDH17_Domain6	36	27.8	44.4	11.1	31.5
CDH12_Domain5	CDH17_Domain7	90	22.2	41.1	NA	63
CDH13_Domain1	CDH17_Domain1	78	43.6	51.3	NA	133
CDH13_Domain1	CDH17_Domain2	102	24.5	42.2	10.8	65
CDH13_Domain1	CDH17_Domain3	106	30.2	39.6	25.5	104
CDH13_Domain1	CDH17_Domain4	117	29.1	47.9	19.7	99
CDH13_Domain1	CDH17_Domain5	104	24	36.5	36.5	61.5
CDH13_Domain1	CDH17_Domain6	85	31.8	49.4	NA	99
CDH13_Domain1	CDH17_Domain7	59	28.8	39	10.2	38
CDH13_Domain2	CDH17_Domain1	115	26.1	40	18.3	67.5
CDH13_Domain2	CDH17_Domain2	120	30	45	11.7	119.5
CDH13_Domain2	CDH17_Domain3	97	29.9	44.3	15.5	57
CDH13_Domain2	CDH17_Domain4	110	30	43.6	NA	115
CDH13_Domain2	CDH17_Domain5	121	24.8	43.8	23.1	82
CDH13_Domain2	CDH17_Domain6	109	27.5	44	15.6	65.5
CDH13_Domain2	CDH17_Domain7	7	71.4	71.4	NA	22
CDH13_Domain3	CDH17_Domain1	97	23.7	39.2	25.8	55.5
CDH13_Domain3	CDH17_Domain2	117	21.4	41	19.7	44
CDH13_Domain3	CDH17_Domain3	103	26.2	39.8	24.3	69.5
CDH13_Domain3	CDH17_Domain4	112	25.9	41.1	NA	72
CDH13_Domain3	CDH17_Domain5	106	38.7	55.7	NA	190
CDH13_Domain3	CDH17_Domain6	114	27.2	43	22.8	66.5
CDH13_Domain3	CDH17_Domain7	81	21	37	22.2	30.5
CDH13_Domain4	CDH17_Domain1	89	23.6	41.6	21.3	63.5
CDH13_Domain4	CDH17_Domain2	96	26	40.6	32.3	50.5
CDH13_Domain4	CDH17_Domain3	101	23.8	42.6	18.8	72.5
CDH13_Domain4	CDH17_Domain4	123	20.3	34.1	27.6	41
CDH13_Domain4	CDH17_Domain5	117	29.9	42.7	19.7	87.5
CDH13_Domain4	CDH17_Domain6	96	34.4	51	NA	138.5
CDH13_Domain4	CDH17_Domain7	93	28	41.9	25.8	58.5
CDH13_Domain5	CDH17_Domain1	91	18.7	34.1	34.1	30.5
CDH13_Domain5	CDH17_Domain2	46	37	47.8	15.2	53.5
CDH13_Domain5	CDH17_Domain3	29	34.5	44.8	NA	29
CDH13_Domain5	CDH17_Domain4	106	28.3	46.2	17	46
CDH13_Domain5	CDH17_Domain5	85	28.2	40	20	41.5
CDH13_Domain5	CDH17_Domain6	47	17	46.8	NA	31
CDH13_Domain5	CDH17_Domain7	83	34.9	51.8	NA	122
CDH15_Domain1	CDH17_Domain1	86	34.9	48.8	NA	112
CDH15_Domain1	CDH17_Domain2	85	22.4	40	24.7	51
CDH15_Domain1	CDH17_Domain3	91	35.2	51.6	NA	107
CDH15_Domain1	CDH17_Domain4	112	24.1	41.1	21.4	61.5
CDH15_Domain1	CDH17_Domain5	111	21.6	33.3	28.8	43.5
CDH15_Domain1	CDH17_Domain6	73	35.6	60.3	NA	130
CDH15_Domain1	CDH17_Domain7	50	30	44	22	34
CDH15_Domain2	CDH17_Domain1	95	32.6	43.2	26.3	87
CDH15_Domain2	CDH17_Domain2	108	30.6	43.5	10.2	102
CDH15_Domain2	CDH17_Domain3	57	36.8	45.6	NA	64
CDH15_Domain2	CDH17_Domain4	98	29.6	46.9	NA	98
CDH15_Domain2	CDH17_Domain5	103	28.2	50.5	11.7	85.5
CDH15_Domain2	CDH17_Domain6	106	32.1	45.3	NA	107.5
CDH15_Domain2	CDH17_Domain7	48	27.1	43.8	16.7	30.5
CDH15_Domain3	CDH17_Domain1	76	31.6	46.1	15.8	65
CDH15_Domain3	CDH17_Domain2	66	24.2	43.9	12.1	31.5
CDH15_Domain3	CDH17_Domain3	80	22.5	38.8	22.5	48.5
CDH15_Domain3	CDH17_Domain4	107	26.2	43	17.8	77
CDH15_Domain3	CDH17_Domain5	101	29.7	46.5	NA	121
CDH15_Domain3	CDH17_Domain6	66	27.3	40.9	15.2	37.5
CDH15_Domain3	CDH17_Domain7	75	20	36	29.3	32.5
CDH15_Domain4	CDH17_Domain1	117	20.5	40.2	33.3	51
CDH15_Domain4	CDH17_Domain2	59	23.7	45.8	15.3	41
CDH15_Domain4	CDH17_Domain3	111	19.8	38.7	30.6	55
CDH15_Domain4	CDH17_Domain4	112	21.4	33	36.6	44
CDH15_Domain4	CDH17_Domain5	46	32.6	43.5	NA	36
CDH15_Domain4	CDH17_Domain6	105	27.6	47.6	NA	100
CDH15_Domain4	CDH17_Domain7	53	28.3	43.4	18.9	40
CDH15_Domain5	CDH17_Domain1	26	23.1	42.3	NA	22
CDH15_Domain5	CDH17_Domain2	53	34	50.9	NA	45.5
CDH15_Domain5	CDH17_Domain3	34	23.5	35.3	29.4	23
CDH15_Domain5	CDH17_Domain4	5	60	100	NA	21
CDH15_Domain5	CDH17_Domain5	15	46.7	60	NA	28
CDH15_Domain5	CDH17_Domain6	57	26.3	42.1	36.8	31.5
CDH15_Domain5	CDH17_Domain7	102	34.3	49	NA	128
CDH16_Domain1	CDH17_Domain1	104	31.7	47.1	26	109
CDH16_Domain1	CDH17_Domain2	48	29.2	47.9	22.9	32
CDH16_Domain1	CDH17_Domain3	98	33.7	50	NA	111
CDH16_Domain1	CDH17_Domain4	102	24.5	41.2	27.5	66
CDH16_Domain1	CDH17_Domain5	66	25.8	45.5	24.2	57.5
CDH16_Domain1	CDH17_Domain6	76	28.9	40.8	NA	62.5
CDH16_Domain1	CDH17_Domain7	26	26.9	46.2	11.5	32
CDH16_Domain2	CDH17_Domain1	76	22.4	34.2	26.3	37
CDH16_Domain2	CDH17_Domain2	106	34.9	59.4	NA	182
CDH16_Domain2	CDH17_Domain3	20	40	60	20	28.5
CDH16_Domain2	CDH17_Domain4	88	30.7	47.7	NA	101
CDH16_Domain2	CDH17_Domain5	34	38.2	61.8	NA	66
CDH16_Domain2	CDH17_Domain6	59	18.6	39	22	24.5
CDH16_Domain2	CDH17_Domain7	90	20	33.3	38.9	36
CDH16_Domain3	CDH17_Domain1	67	35.8	52.2	NA	102
CDH16_Domain3	CDH17_Domain2	48	20.8	43.8	NA	30.5
CDH16_Domain3	CDH17_Domain3	96	37.5	56.2	NA	177
CDH16_Domain3	CDH17_Domain4	97	19.6	43.3	10.3	52
CDH16_Domain3	CDH17_Domain5	74	23	41.9	16.2	34
CDH16_Domain3	CDH17_Domain6	71	33.8	52.1	NA	104
CDH16_Domain3	CDH17_Domain7	31	35.5	51.6	16.1	27
CDH16_Domain4	CDH17_Domain1	97	23.7	40.2	25.8	47.5
CDH16_Domain4	CDH17_Domain2	112	29.5	50.9	NA	106
CDH16_Domain4	CDH17_Domain3	98	24.5	35.7	13.3	47
CDH16_Domain4	CDH17_Domain4	98	26.5	50	NA	91.5
CDH16_Domain4	CDH17_Domain5	111	27.9	45	20.7	77
CDH16_Domain4	CDH17_Domain6	100	26	41	20	70
CDH16_Domain4	CDH17_Domain7	30	26.7	43.3	NA	26.5
CDH16_Domain5	CDH17_Domain1	112	25.9	35.7	35.7	41
CDH16_Domain5	CDH17_Domain2	127	22.8	36.2	29.9	43
CDH16_Domain5	CDH17_Domain3	78	28.2	44.9	20.5	44.5
CDH16_Domain5	CDH17_Domain4	20	40	50	NA	30
CDH16_Domain5	CDH17_Domain5	115	29.6	53	NA	104
CDH16_Domain5	CDH17_Domain6	111	28.8	43.2	24.3	66.5
CDH16_Domain5	CDH17_Domain7	94	26.6	40.4	18.1	48.5
CDH16_Domain6	CDH17_Domain1	86	18.6	39.5	11.6	33
CDH16_Domain6	CDH17_Domain2	33	33.3	51.5	18.2	44
CDH16_Domain6	CDH17_Domain3	65	26.2	43.1	20	39.5
CDH16_Domain6	CDH17_Domain4	52	21.2	42.3	NA	43
CDH16_Domain6	CDH17_Domain5	46	37	52.2	19.6	48
CDH16_Domain6	CDH17_Domain6	80	27.5	46.2	NA	85
CDH16_Domain6	CDH17_Domain7	92	28.3	39.1	16.3	52.5
CDH17_Domain1	CDH17_Domain1	99	100	100	NA	510
CDH17_Domain1	CDH17_Domain2	63	25.4	46	NA	45.5
CDH17_Domain1	CDH17_Domain3	88	35.2	52.3	NA	119.5
CDH17_Domain1	CDH17_Domain4	62	27.4	48.4	NA	48
